,reliable_sensor1,reliable_sensor2,reliable_sensor3,reliable_sensor4,unreliable_sensor1,unreliable_sensor2,unreliable_sensor3,unreliable_sensor4,robot1,robot2,door_sensor1,door_sensor2,door_sensor3,door_sensor4,time,electricity_price,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,c1,c2,c3,c4,o1,outside
1949,motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('r17', 0)","('c2', 0)",0,0,0,0,16:07:30,0.8337477621301501,1,0,0,1,0,0,1,0,0,3,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,2,0,0
1950,motion,no motion,motion,motion,no motion,motion,motion,no motion,"('r17', 0)","('c1', 2)",0,0,0,0,16:07:45,0.8507630225817858,1,1,0,0,0,0,1,0,0,4,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,2,0,0
1951,motion,no motion,motion,motion,motion,no motion,motion,motion,"('r17', 0)","('c1', 2)",0,0,0,0,16:08:00,0.8337477621301501,1,1,0,0,0,0,1,0,0,4,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,2,1,0
1952,motion,no motion,motion,motion,no motion,no motion,motion,no motion,"('r17', 0)","('c1', 2)",0,0,0,0,16:08:15,0.8337477621301501,1,1,0,0,0,0,1,0,0,4,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,3,0,0
1953,motion,no motion,motion,motion,no motion,no motion,motion,no motion,"('r17', 0)","('c1', 1)",0,0,0,0,16:08:30,0.8507630225817858,1,1,0,0,0,0,2,0,0,4,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0
1954,motion,no motion,motion,motion,motion,no motion,motion,motion,"('r17', 0)","('c1', 1)",0,0,0,0,16:08:45,0.8507630225817858,1,1,0,0,0,0,2,0,0,4,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0
1955,motion,no motion,motion,motion,no motion,no motion,motion,no motion,"('r17', 0)","('c1', 1)",0,0,0,0,16:09:00,0.8337477621301501,1,1,1,0,0,0,1,0,0,4,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0
1956,motion,no motion,motion,motion,motion,motion,motion,no motion,"('r17', 0)","('c1', 1)",0,0,0,0,16:09:15,0.8170728068875471,2,1,0,0,0,0,1,0,0,4,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0
1957,motion,no motion,motion,motion,motion,motion,motion,no motion,"('r17', 0)","('c1', 1)",0,0,0,0,16:09:30,0.8170728068875471,2,1,0,0,0,0,1,0,0,4,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,2,0,0
1958,motion,no motion,motion,motion,no motion,motion,motion,no motion,"('r17', 0)","('c1', 1)",0,0,0,0,16:09:45,0.8337477621301501,2,1,0,0,0,0,1,0,0,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,3,2,0,0
1959,motion,no motion,motion,motion,no motion,motion,motion,no motion,"('c3', 4)","('c1', 1)",0,0,0,0,16:10:00,0.8170728068875471,2,1,0,0,0,0,1,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,4,2,0,0
1960,motion,no motion,motion,motion,motion,motion,motion,no motion,"('c3', 2)","('c1', 1)",0,0,0,0,16:10:15,0.8170728068875471,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0
1961,motion,no motion,motion,motion,motion,motion,motion,motion,"('r10', 4)","('c1', 1)",0,0,0,0,16:10:30,0.8337477621301501,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,2,1,0
1962,motion,no motion,motion,motion,motion,motion,motion,no motion,"('r10', 4)","('c1', 1)",0,0,0,0,16:10:45,0.8170728068875471,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0
1963,motion,no motion,motion,motion,motion,no motion,motion,no motion,"('c3', 0)","('c1', 1)",0,0,0,0,16:11:00,0.8337477621301501,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0
1964,motion,no motion,motion,motion,motion,no motion,motion,no motion,"('r10', 4)","('c1', 1)",0,0,0,0,16:11:15,0.8337477621301501,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,0
1965,motion,no motion,motion,motion,motion,no motion,motion,no motion,"('c3', 0)","('c1', 1)",0,0,0,0,16:11:30,0.8507630225817858,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0
1966,motion,no motion,motion,motion,no motion,no motion,motion,no motion,"('r11', 1)","('c1', 1)",0,0,0,0,16:11:45,0.8507630225817858,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,3,0,0
1967,no motion,no motion,motion,motion,no motion,motion,motion,no motion,"('r11', 1)","('c1', 1)",0,0,0,0,16:12:00,0.8507630225817858,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,3,0,0
1968,no motion,no motion,motion,motion,no motion,motion,motion,no motion,"('c3', 1)","('c1', 1)",0,0,0,0,16:12:15,0.8337477621301501,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,3,0,0
1969,no motion,motion,motion,motion,no motion,no motion,motion,no motion,"('r10', 4)","('r7', 1)",0,1,0,0,16:12:30,0.8337477621301501,2,1,0,0,1,0,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,3,0,0
1970,motion,motion,motion,motion,no motion,no motion,motion,no motion,"('r10', 4)","('c1', 1)",0,0,0,0,16:12:45,0.8337477621301501,2,1,0,0,0,0,1,0,1,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0
1971,no motion,no motion,motion,no motion,no motion,no motion,motion,no motion,"('r10', 4)","('r7', 1)",1,0,0,0,16:13:00,0.8507630225817858,2,1,0,1,0,0,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0
1972,no motion,no motion,motion,motion,no motion,motion,motion,no motion,"('r10', 4)","('r7', 1)",0,0,1,0,16:13:15,0.8337477621301501,2,1,0,1,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,3,0,0
1973,no motion,no motion,motion,motion,no motion,motion,motion,no motion,"('r10', 4)","('r3', 0)",0,0,0,0,16:13:30,0.8507630225817858,3,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,0
1974,no motion,no motion,motion,motion,no motion,no motion,motion,no motion,"('r10', 4)","('r3', 0)",0,0,0,0,16:13:45,0.8681255332467203,3,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,3,0,0
1975,no motion,no motion,motion,motion,no motion,no motion,motion,no motion,"('c3', 0)","('r1', 2)",0,0,0,0,16:14:00,0.8507630225817858,2,1,1,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,3,0,0
1976,no motion,no motion,motion,motion,no motion,no motion,motion,no motion,"('c3', 0)","('r1', 2)",0,0,0,0,16:14:15,0.8507630225817858,2,1,1,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,3,0,0
1977,no motion,no motion,motion,motion,motion,motion,motion,no motion,"('r10', 4)","('r2', 1)",0,0,0,0,16:14:30,0.8507630225817858,2,1,0,0,0,0,2,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,3,0,0
1978,no motion,no motion,motion,motion,motion,motion,motion,no motion,"('r10', 4)","('r1', 2)",0,0,0,0,16:14:45,0.8681255332467203,2,1,0,0,0,0,2,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,3,1,0
1979,no motion,no motion,motion,no motion,motion,no motion,motion,motion,"('r10', 4)","('r2', 1)",0,0,0,0,16:15:00,0.8507630225817858,2,1,0,0,0,0,2,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,3,1,0
1980,no motion,no motion,motion,no motion,motion,no motion,motion,no motion,"('r10', 4)","('r1', 2)",0,0,0,0,16:15:15,0.8337477621301501,2,1,0,0,0,0,2,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,3,1,0
1981,no motion,no motion,motion,no motion,motion,no motion,motion,no motion,"('c3', 0)","('r1', 2)",0,0,1,0,16:15:30,0.8337477621301501,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,3,1,0
1982,no motion,no motion,motion,no motion,motion,no motion,motion,no motion,"('c3', 0)","('r2', 1)",0,0,0,0,16:15:45,0.8337477621301501,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,3,1,0
1983,no motion,no motion,motion,motion,motion,no motion,motion,no motion,"('r16', 0)","('r4', 0)",0,0,0,0,16:16:00,0.8507630225817858,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,3,1,0
1984,no motion,no motion,motion,no motion,motion,no motion,motion,motion,"('c3', 0)","('r2', 1)",0,0,0,0,16:16:15,0.8507630225817858,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,3,1,0
1985,no motion,no motion,motion,no motion,motion,no motion,motion,motion,"('c3', 0)","('r1', 2)",0,1,0,0,16:16:30,0.8681255332467203,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,3,1,0
1986,no motion,no motion,motion,no motion,motion,no motion,motion,no motion,"('r18', 0)","('r1', 2)",0,0,0,0,16:16:45,0.8681255332467203,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,3,1,0
1987,no motion,no motion,motion,no motion,motion,no motion,motion,motion,"('r18', 0)","('r1', 2)",0,0,0,0,16:17:00,0.8858423808640002,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,3,1,0
1988,no motion,no motion,motion,no motion,motion,motion,motion,motion,"('r18', 0)","('r3', 0)",0,0,0,0,16:17:15,0.9039207968000003,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,3,2,0
1989,no motion,no motion,motion,no motion,motion,motion,motion,no motion,"('r18', 0)","('r1', 2)",0,0,0,0,16:17:30,0.9223681600000003,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,3,0,0
1990,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('r18', 0)","('r1', 2)",0,0,0,0,16:17:45,0.9039207968000003,2,1,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,2,3,0,0
1991,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('c3', 2)","('r1', 2)",0,0,0,0,16:18:00,0.8858423808640002,2,1,0,0,0,0,2,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2,3,0,0
1992,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('c3', 1)","('r1', 2)",0,0,0,0,16:18:15,0.8681255332467203,2,1,1,0,0,0,1,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,2,0,0
1993,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('c3', 0)","('r2', 1)",0,0,0,0,16:18:30,0.8681255332467203,3,1,0,0,1,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,2,0,0
1994,no motion,motion,motion,no motion,no motion,motion,motion,motion,"('r20', 0)","('r4', 0)",0,0,0,0,16:18:45,0.8507630225817858,3,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,1,2,0,0
1995,no motion,no motion,motion,no motion,no motion,motion,motion,motion,"('c3', 1)","('r4', 0)",0,0,0,0,16:19:00,0.8681255332467203,2,2,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,1,1,0,0
1996,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('o1', 0)","('r8', 0)",0,0,0,0,16:19:15,0.8681255332467203,2,1,0,1,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,1,1,0,0
1997,no motion,no motion,motion,no motion,no motion,motion,motion,motion,"('o1', 0)","('r8', 0)",0,1,0,0,16:19:30,0.8858423808640002,2,1,0,1,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,2,1,0,0
1998,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('o1', 0)","('r8', 1)",0,0,0,0,16:19:45,0.8858423808640002,2,1,0,0,0,0,0,1,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,1,1,0,0
1999,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('o1', 0)","('r4', 0)",1,0,0,0,16:20:00,0.9039207968000003,2,1,0,0,0,0,0,0,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,1,1,0,0
2000,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('c4', 1)","('r8', 0)",0,0,0,0,16:20:15,0.9039207968000003,2,1,0,0,0,0,0,0,0,5,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,1,1,0,0
2001,no motion,motion,motion,no motion,no motion,no motion,motion,no motion,"('r28', 1)","('r8', 0)",0,0,0,0,16:20:30,0.8858423808640002,2,1,0,0,1,0,0,0,0,5,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,0,1,0,0
2002,no motion,motion,motion,motion,no motion,no motion,motion,no motion,"('r28', 1)","('r8', 0)",0,0,0,0,16:20:45,0.9039207968000003,2,1,0,0,1,0,1,0,0,5,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0
2003,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('r28', 1)","('r4', 0)",0,0,0,0,16:21:00,0.8858423808640002,2,1,0,0,1,0,1,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,2,1,0,0
2004,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('r28', 1)","('r4', 0)",0,0,0,0,16:21:15,0.8858423808640002,2,1,0,0,2,0,1,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,2,1,0,0
2005,no motion,motion,motion,no motion,motion,motion,motion,no motion,"('c4', 1)","('r2', 1)",0,0,0,0,16:21:30,0.8858423808640002,2,1,0,0,2,0,1,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,1,1,1,0
2006,no motion,motion,motion,motion,motion,motion,motion,no motion,"('c2', 0)","('r2', 1)",0,0,0,0,16:21:45,0.9039207968000003,2,1,0,0,2,0,1,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,1,1,1,0
2007,no motion,motion,motion,motion,no motion,motion,motion,motion,"('c4', 2)","('r4', 0)",0,0,0,0,16:22:00,0.9223681600000003,2,1,0,0,1,0,1,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,1,2,0,0
2008,motion,motion,motion,motion,motion,no motion,motion,no motion,"('r28', 1)","('r2', 1)",0,0,0,0,16:22:15,0.9223681600000003,2,1,0,0,0,1,1,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,1,0,1,1,0
2009,no motion,no motion,motion,motion,motion,no motion,motion,no motion,"('r28', 1)","('r4', 1)",0,0,0,0,16:22:30,0.9223681600000003,2,0,0,1,0,1,1,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,1,0,2,0,0
2010,no motion,no motion,motion,motion,no motion,no motion,motion,no motion,"('c4', 1)","('r4', 1)",0,0,0,0,16:22:45,0.9411920000000004,2,0,1,1,0,1,0,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,2,0,1,0,0
2011,no motion,no motion,motion,motion,motion,no motion,motion,no motion,"('c4', 1)","('r2', 0)",0,1,0,0,16:23:00,0.9411920000000004,3,0,0,0,0,1,0,1,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,1,0,1,0,0
2012,no motion,motion,motion,motion,no motion,motion,motion,no motion,"('r35', 1)","('r1', 3)",1,1,0,0,16:23:15,0.9223681600000003,3,0,0,0,2,1,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,4,0,0,1,0,0
2013,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('r35', 1)","('r2', 1)",0,0,0,0,16:23:30,0.9411920000000004,2,1,0,0,1,1,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,3,0,1,1,0,0
2014,no motion,motion,motion,no motion,no motion,motion,motion,motion,"('c4', 1)","('r2', 0)",0,0,0,0,16:23:45,0.9411920000000004,2,0,0,1,1,1,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,3,0,0,1,0,0
2015,no motion,motion,motion,no motion,no motion,motion,motion,motion,"('r35', 1)","('r1', 2)",0,0,1,0,16:24:00,0.9604000000000004,2,0,0,1,0,1,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,1,1,0,0
2016,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('r35', 1)","('r1', 2)",0,0,0,0,16:24:15,0.9411920000000004,2,0,0,0,0,0,0,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,2,1,0,0
2017,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('c4', 1)","('r2', 0)",2,0,0,0,16:24:30,0.9604000000000004,2,0,0,1,0,0,0,0,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,1,1,0,0
2018,no motion,motion,no motion,motion,no motion,motion,motion,no motion,"('c4', 1)","('r4', 1)",0,0,0,0,16:24:45,0.9411920000000004,2,0,0,1,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,2,1,0,0
2019,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('c4', 1)","('r4', 0)",0,0,0,0,16:25:00,0.9411920000000004,2,1,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,2,1,0,0
2020,no motion,no motion,no motion,no motion,no motion,motion,motion,motion,"('r29', 0)","('r4', 0)",0,0,0,0,16:25:15,0.9411920000000004,3,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,3,1,0,0
2021,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('r30', 0)","('r4', 0)",0,0,0,0,16:25:30,0.9411920000000004,2,0,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,3,1,0,0
2022,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('r29', 0)","('r4', 0)",0,0,0,0,16:25:45,0.9411920000000004,2,0,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,2,1,0,0
2023,no motion,no motion,motion,no motion,no motion,motion,motion,no motion,"('c4', 1)","('r4', 0)",0,0,0,0,16:26:00,0.9223681600000003,2,0,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,2,1,0,0
2024,no motion,no motion,motion,no motion,no motion,motion,motion,motion,"('c4', 1)","('r4', 0)",0,0,0,0,16:26:15,0.9411920000000004,2,0,1,0,1,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,1,1,0,0
2025,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('c2', 0)","('r4', 0)",0,0,0,0,16:26:30,0.9223681600000003,2,0,1,0,1,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,1,1,0,0
2026,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('c2', 0)","('r8', 0)",0,0,0,0,16:26:45,0.9411920000000004,2,0,1,0,1,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,3,0,1,1,0,0
2027,no motion,motion,motion,no motion,no motion,motion,motion,no motion,"('r34', 0)","('r9', 0)",0,0,0,0,16:27:00,0.9411920000000004,2,0,1,0,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,2,2,0,0
2028,no motion,motion,motion,motion,no motion,motion,motion,no motion,"('r34', 0)","('r13', 1)",0,0,0,0,16:27:15,0.9604000000000004,3,0,0,0,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,1,2,1,0,0
2029,no motion,motion,motion,motion,motion,motion,motion,no motion,"('r34', 0)","('r13', 1)",0,0,0,0,16:27:30,0.9604000000000004,3,0,0,0,2,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,1,0,1,1,0
2030,no motion,motion,motion,motion,motion,no motion,motion,no motion,"('r34', 0)","('r9', 0)",1,0,0,0,16:27:45,0.9800000000000004,3,0,0,0,1,0,0,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,1,0,1,1,0
2031,no motion,motion,motion,motion,motion,no motion,motion,no motion,"('r34', 0)","('r8', 0)",0,0,0,0,16:28:00,0.9604000000000004,3,0,0,1,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,1,0,2,0,0
2032,no motion,motion,motion,motion,no motion,no motion,motion,no motion,"('c2', 2)","('r8', 0)",0,0,0,0,16:28:15,0.9411920000000004,3,0,0,1,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,2,0,1,0,0
2033,no motion,motion,motion,motion,no motion,motion,motion,no motion,"('r34', 0)","('r8', 0)",0,0,0,0,16:28:30,0.9411920000000004,4,0,0,0,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,2,0,1,0,0
2034,no motion,motion,motion,motion,motion,no motion,motion,no motion,"('r34', 1)","('r8', 0)",0,0,0,0,16:28:45,0.9411920000000004,4,0,0,0,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,3,1,0,1,0,0
2035,no motion,motion,motion,motion,no motion,motion,motion,no motion,"('c2', 1)","('r4', 0)",0,0,0,0,16:29:00,0.9604000000000004,4,0,0,0,1,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,3,1,0,1,0,0
2036,no motion,motion,motion,motion,no motion,no motion,motion,no motion,"('c2', 1)","('r4', 0)",0,0,0,0,16:29:15,0.9800000000000004,4,0,0,0,1,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,3,1,0,1,0,0
2037,no motion,motion,motion,motion,no motion,no motion,motion,no motion,"('c1', 3)","('r2', 0)",0,0,0,0,16:29:30,1.0000000000000004,4,0,0,0,1,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,3,1,0,1,0,0
2038,no motion,motion,motion,motion,no motion,no motion,motion,no motion,"('c1', 3)","('r4', 0)",0,0,0,0,16:29:45,1.0000000000000004,4,0,0,0,1,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,3,1,0,1,0,0
